Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
3c25ae72-020d-39c1-bc68-a5da7d54d88d,ca99a0d8-7d5a-3605-8770-9a32f4be586e,Leopoldo762 Kohler843,M,GENERAL PRACTICE,65 W 13TH ST,NEW YORK,NY,100117908,40.73683565,-73.9968085760219,11,0
dddd0491-ef62-3ec3-9461-5c40dc54a173,5e43d3e7-70fe-323a-b4a9-45e0112bf6a7,Casey401 Orn563,M,GENERAL PRACTICE,2901 216TH ST,BAYSIDE,NY,113602810,40.7684351,-73.7770774,1,0
c6fdbedc-dc4f-35a5-8eca-416d5a1f3baf,2e175754-4e25-3da2-8fc0-cb58d6d6b9c3,Issac619 Doyle959,M,GENERAL PRACTICE,61 E 86TH ST,SUNNYSIDE,NY,111041660,40.7398242,-73.9354153,107,0
fdb5168d-b279-3314-a289-77526d87f306,364a72af-1879-3a00-a1be-22a97b2f741c,Johna806 Klein929,F,GENERAL PRACTICE,327 BEACH 19TH ST,FAR ROCKAWAY,NY,116914423,40.598089333333334,-73.75304149494949,10,0
fa58a6a6-e30a-3858-8c0d-2c373fe7e68f,c3c258a2-0dcf-32e5-99c5-8ad1d3d82441,Taylor21 Schinner682,M,GENERAL PRACTICE,5629 METROPOLITAN AVE,RIDGEWOOD,NY,113851975,40.712835,-73.9042547,73,0
3366d37a-f5fb-3a57-be3f-3c35ecac7777,86c2666b-676c-38ad-8ac7-22cb6b2c2fc2,Henry768 Ebert178,M,GENERAL PRACTICE,359 BALLSTON AVE,WILTON,NY,128311336,43.1800049,-73.7443092,60,0
51d0eabd-ebdf-37f6-b78f-ef4a879f82f3,d29a924c-dcc0-3741-a6ee-6aa83c1546f2,Linnea167 Rempel203,F,GENERAL PRACTICE,214 HARRIMAN DRIVE,GOSHEN,NY,109242422,41.38447605,-74.3186821735354,1,0
4e329a11-29be-321e-9026-50039e821f81,86a5cc85-78ed-3f28-813c-c04a3e3d90cb,Martha161 Shields502,F,GENERAL PRACTICE,100 17  23RD AVENUE,EAST ELMHURST,NY,113691305,40.7612123,-73.8651358,18,0
df94dc2e-f1ab-3c50-bc40-a07ef6a66bc5,6e8b08fe-c746-3a5d-a11a-388cd17cd24d,Lilliam592 Lindgren255,F,GENERAL PRACTICE,7925 WINCHESTER BLVD,QUEENS VILLAGE,NY,114272199,40.7267692,-73.7415208,18,0
a44484ec-ba1a-3113-b4ea-ce4930ea6bd6,425ef71f-9e48-3ac6-8ee4-be14fc6e25f8,Samuel331 Heredia716,M,GENERAL PRACTICE,3039  AVENUE  U,BROOKLYN,NY,112295126,40.60110745,-73.93758721088182,1,0
9c00137c-9a61-3834-bd22-2d480d2b1b98,4d231b56-15e1-3de8-a659-6a92a1740b0a,Debi992 Koch169,F,GENERAL PRACTICE,1746 E 53RD ST,ROCKAWAY PARK,NY,116942403,40.5805104,-73.8361535,66,0
aa1dae1f-1c43-351f-afb6-890322818560,0db48f39-2513-3681-a517-54492420b467,Stacee229 Barrows492,F,GENERAL PRACTICE,71 20 110TH STREET,FOREST HILLS,NY,113754844,40.7195942,-73.8448553,3,0
9ad72395-3049-3a61-9ee4-70c376d77083,c42dabd9-b8b7-3501-942e-6f4e9570a026,Anthony633 Toy286,M,GENERAL PRACTICE,1 GUSTAVE L LEVY PL,NEW YORK,NY,100296574,40.7127281,-74.0060152,7,0
e2b1e4a7-14a1-335f-b35e-0b2cb9edf72c,0d2119ce-e785-32a6-87d9-2d9c1e90e3b2,Kaycee352 Cummerata161,F,GENERAL PRACTICE,2175 QUARRY RD,BRONX,NY,104571663,40.852545551020405,-73.89020381632653,1,0
59d63f96-b3cf-34ab-85f2-253af587b8e0,c8a53647-0ee1-3166-b950-54a946eb720f,Jan231 Hilll811,M,GENERAL PRACTICE,830 COUNTY ROAD 64,SYRACUSE,NY,132192008,43.0481221,-76.1474244,1,0
4c1c0300-ad6d-304f-8675-23b5cc7ea619,7754beb3-c6a1-3e23-a352-851bddb02834,Dallas143 Friesen796,M,GENERAL PRACTICE,1 FORDHAM PLAZA,BRONX,NY,104585871,40.8606244,-73.8898476,58,0
a2a3b55c-bd8b-3a5b-bd81-141dd499fff8,d6cb5a3f-3aaf-34db-af68-7f5c418cb239,Leonor133 Matos876,F,GENERAL PRACTICE,871 E TREMONT AVE,BRONX,NY,104604207,40.84297542857143,-73.88599728571428,2,0
3b017e94-03e9-3a5a-8c30-7f139e992243,50eee34f-6cd7-3350-ae08-2fcf0e79f2dc,Hollis7 Sipes176,M,GENERAL PRACTICE,635 JAMES ST,SYRACUSE,NY,132032226,43.055150999999995,-76.14359354999999,14,0
9057d68d-b469-3588-a20d-1406ac840c55,c489b302-7ea5-3231-b0c5-c474eee4909f,Patricio639 Colunga237,M,GENERAL PRACTICE,214 WEST HOUSTON ST,NEW YORK,NY,100144846,40.7285969,-74.0042904,3,0
b88bbf2f-e79d-3ecb-8048-d5359e710868,1618b217-5ede-349a-8ffd-8cdf11fe90e7,Caridad510 Porras535,F,GENERAL PRACTICE,79-01 BROADWAY,ELMHURST,NY,113731329,40.74476995,-73.88564685011681,76,0
bfb4c978-a7dc-3baa-bd20-4cfdd08d74ce,c31dc0b4-b2a5-3550-ad19-41646820ed2b,Clementine778 Jakubowski832,F,GENERAL PRACTICE,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,101285604,40.7127281,-74.0060152,50,0
bcbd4f52-17e6-37f2-8bfe-8aa6bbab8f3f,9a742e42-17c8-3faa-a9bd-0976fec19390,James276 Schmitt836,M,GENERAL PRACTICE,FIRST AVENUE AND 16TH STREET,NEW YORK,NY,100351641,40.7127281,-74.0060152,140,0
c0278c0f-bc60-3771-95bf-f68c6442c91a,0383207e-c288-31c8-bcc6-1c6c7986703f,Londa304 Veum823,F,GENERAL PRACTICE,1299  ROUTE 9,GANSEVOORT,NY,128311560,43.243005749999995,-73.6821227712862,5,0
479d0114-6025-375f-a053-3a040c6e8edc,1b357a02-e812-36fb-9ee5-ce6cb7f7d5db,Chia293 Abshire638,F,GENERAL PRACTICE,6995 QUEENS MIDTOWN EXPY,MASPETH,NY,113781922,40.7288859,-73.9088244,1,0
43c735e9-4f97-36c8-9261-ef9900429bba,3937e6cf-2ea5-315e-99dd-27fd02f6e9a5,Olive251 Weber641,F,GENERAL PRACTICE,4518 COURT SQ STE 500,LONG ISLAND CITY,NY,111013433,40.7468366,-73.9432589,3,0
e61ad165-278d-3186-a026-aac16a73e1ee,1a97c054-b511-3a18-b64e-3c90224994ab,Mignon230 Ullrich385,F,GENERAL PRACTICE,8900 VAN WYCK EXPY,JAMAICA,NY,114182832,40.70036655,-73.81649307207446,6,0
6208d296-6f9a-397b-98da-05668a09f8f9,726a7382-7aea-36d9-bb9a-02189aef34ce,Moses679 Dare640,M,GENERAL PRACTICE,140 BEACH 114TH STREET,ROCKAWAY PARK,NY,116942405,40.5786721,-73.8342174,23,0
fe7d9c64-2264-30dc-967d-8bbfc556c90c,cbceae16-de91-3e76-b055-7e4b66c29f31,Normand813 Jacobi462,M,GENERAL PRACTICE,1072 GRAND CONCOURSE,BRONX,NY,104563901,40.8316527,-73.9196131,1,0
7064fa46-4780-3ce1-8ff7-257f22d03ce2,a283f153-ff12-32fa-bcee-6295f3e3310a,Tyson541 McCullough561,M,GENERAL PRACTICE,1865 AMSTERDAM AVE,ROCKAWAY BEACH,NY,116931317,40.5845085,-73.81679,3,0
3ce1cc55-6d54-3307-ba2d-33e031e21c74,5402fa9f-1fa9-3a72-9d24-4fef9438e44f,Gary33 Walker122,M,GENERAL PRACTICE,11520 LIBERTY AVE,SOUTH RICHMOND HILL,NY,114191902,40.6881098,-73.8189761,2,0
77c8e022-e04b-3fe6-b7a3-9a9d7914d049,d28b5254-fe99-3992-96af-1bf769ff10f4,Alaina222 Bogisich202,F,GENERAL PRACTICE,1662 CENTRAL AVE,COLONIE,NY,122054059,42.7214708,-73.8376812,19,0
d798dbf1-5c43-36aa-a6d4-9750d197775f,2e7326f0-23c0-3d59-a439-920f4a22f659,Denna536 Christiansen251,F,GENERAL PRACTICE,1 GUSTAVE L LEVY PL,NEW YORK,NY,100296500,40.7127281,-74.0060152,108,0
6caec2e9-0a77-38a1-81a3-cc7fe78f1cf6,fc91ba3d-8a31-3996-88fc-96f36bd0364a,Maxine796 Homenick806,F,GENERAL PRACTICE,1001 WEST STREET,PHILADELPHIA,NY,13673,44.154622,-75.708847,55,0
620b457e-d18d-323c-b931-90eae335bf5a,53d1ae11-25a9-39fe-b43c-7222dce2bae6,Les282 Pollich983,M,GENERAL PRACTICE,327 BEACH 19TH ST,FAR ROCKAWAY,NY,116914423,40.598089333333334,-73.75304149494949,176,0
757d2902-c93e-3176-a502-e6a54473df46,3b34f537-0856-3640-b69f-68cdd8025b91,Ahmad985 Feest103,M,GENERAL PRACTICE,22 VAN DUZER PLACE,WARWICK,NY,109901014,41.2632769,-74.3596113,8,0
b0eb3e5e-f24c-3651-9fe3-7a8aefc419a3,58801015-7d85-3fc2-91d8-b14868eeb62a,Lamar193 Zboncak558,M,GENERAL PRACTICE,1814 COLLEGE POINT BLVD,COLLEGE POINT,NY,113562241,40.7853629,-73.8457746,42,0
23f529c7-8555-3458-b094-39f5dafb312a,d42af5dd-11f9-30bc-8473-cb0a146a8037,Rodger755 Conn188,M,GENERAL PRACTICE,9916 97TH ST,OZONE PARK,NY,114162509,40.68542444897959,-73.84463975510204,52,0
2eaf68c6-e9ae-3eb7-a0aa-cda086ca4082,1e6ceda6-7a2e-3a11-95d1-440398e378db,Mickey576 Gerlach374,M,GENERAL PRACTICE,15 MAPLE AVENUE -19,WARWICK,NY,109904105,41.256483,-74.3598755,213,0
d14026b7-f14b-3fd0-831f-5de94f58f61c,c8c17ce7-a1b9-32f4-8033-eab0a26ee837,Nancie476 Homenick806,F,GENERAL PRACTICE,8900 VAN WYCK EXPY,JAMAICA,NY,114182832,40.70036655,-73.81649307207446,78,0
802c2889-6241-333d-916b-eaf5bab3dddf,65c0dc23-a092-38af-93a7-68b28fed38c4,Gerda633 Greenholt190,F,GENERAL PRACTICE,21820 UNION TPKE,OAKLAND GARDENS,NY,113643519,40.753991,-73.765966,28,0
08b88590-3688-3a3f-993c-447932090f69,f1cb6e9f-e21e-32f4-b55d-40cb2bf9b573,Gail741 Romaguera67,M,GENERAL PRACTICE,301 PROSPECT AVE,SYRACUSE,NY,132043201,43.0557698,-76.14937188108505,6,0
